ID,NBHD,PROP_CLASS,LIVING_SQFT,FBSMT_SQFT,BSMT_AREA,LAND_SQFT,GRD_AREA,BLDG_AGE,RM_AGE,BED_RMS,FULL_B,HLF_B,STORY,STYLE_CN,UNITS,SALE_PRICE
390293,WEST COLFAX,SINGLE FAMILY RESIDENCE,1269,0,0,1330,0,1,,2.0,2.0,1,3.0,MIDDLE UNIT,1.0,480000
624559,WINDSOR,CONDOMINIUMS,1142,0,0,0,0,46,0.0,2.0,1.0,1,2.0,END UNIT,1.0,182000
568219,BARNUM,SINGLE FAMILY RESIDENCE,586,0,294,6310,0,97,0.0,2.0,1.0,0,1.0,1 STORY,1.0,175000
984137,CHERRY CREEK,CONDOMINIUMS,772,0,0,0,0,64,4.0,2.0,1.0,0,1.0,END UNIT,1.0,133000
68269,GATEWAY / GREEN VALLEY RANCH,SINGLE FAMILY RESIDENCE,1279,0,0,5494,0,15,,3.0,2.0,1,1.0,1 STORY,1.0,356000
11820,BARNUM,SINGLE FAMILY RESIDENCE,1216,0,0,6240,0,65,0.0,4.0,2.0,1,1.0,1 STORY,1.0,147000
708922,CENTRAL PARK,SINGLE FAMILY RESIDENCE,1601,633,993,6587,0,0,,2.0,3.0,0,1.0,END UNIT,1.0,586728
916330,VIRGINIA VILLAGE,SINGLE FAMILY RESIDENCE,1811,559,1118,8830,0,64,,4.0,2.0,0,1.0,1 STORY,1.0,561000
438435,GATEWAY / GREEN VALLEY RANCH,SINGLE FAMILY RESIDENCE,3710,1290,1397,6650,0,1,,4.0,4.0,0,2.0,2 STORY,1.0,619000
408627,EAST COLFAX,SINGLE FAMILY RESIDENCE,885,321,339,3835,0,71,1.0,2.0,2.0,0,1.0,END UNIT,1.0,355000
353864,HIGHLAND,CONDOMINIUMS,424,0,0,0,0,1,,0.0,1.0,0,1.0,END UNIT,1.0,289000
326364,HAMPDEN SOUTH,CONDOMINIUMS,1584,0,0,0,0,54,3.0,3.0,2.0,1,2.0,MIDDLE UNIT,1.0,315000
801821,CAPITOL HILL,CONDOMINIUMS,655,0,0,0,0,63,0.0,1.0,1.0,0,1.0,END UNIT,1.0,248400
101743,CENTRAL PARK,SINGLE FAMILY RESIDENCE,3080,0,1442,5575,0,0,,4.0,3.0,1,2.0,2 STORY,1.0,1293768
533923,VILLA PARK,SINGLE FAMILY RESIDENCE,747,747,796,6250,0,71,1.0,2.0,2.0,0,1.0,1 STORY,1.0,422000
449617,HAMPDEN,SINGLE FAMILY RESIDENCE,1331,0,0,6500,833,51,,4.0,2.0,0,1.0,BI-LEVEL,1.0,485000
916028,SPEER,CONDOMINIUMS,560,0,0,0,0,57,13.0,1.0,1.0,0,1.0,MIDDLE UNIT,1.0,248400
305496,WEST COLFAX,CONDOMINIUMS,410,0,0,0,0,57,0.0,0.0,1.0,0,1.0,MIDDLE UNIT,1.0,200000
353586,HAMPDEN SOUTH,CONDOMINIUMS,952,0,0,0,0,48,,2.0,1.0,1,1.0,END UNIT,1.0,165000
322735,CHERRY CREEK,CONDOMINIUMS,631,0,0,0,0,45,3.0,1.0,1.0,0,1.0,MIDDLE UNIT,1.0,283000
251493,GATEWAY / GREEN VALLEY RANCH,SINGLE FAMILY RESIDENCE,1682,0,665,3422,0,1,,3.0,2.0,1,2.0,2 STORY,1.0,385950
892254,NORTH PARK HILL,SINGLE FAMILY RESIDENCE,1107,0,0,6560,0,70,0.0,2.0,1.0,0,1.0,1 STORY,1.0,405000
98635,CAPITOL HILL,SINGLE FAMILY RESIDENCE,3028,1000,1168,5380,0,120,6.0,5.0,3.0,1,2.0,CONVERSION,2.0,977000
191877,WESTWOOD,SINGLE FAMILY RESIDENCE,1143,0,0,10000,0,65,0.0,3.0,2.0,0,1.0,1 STORY,1.0,205000
58368,BEAR VALLEY,CONDOMINIUMS,617,0,0,0,0,39,0.0,1.0,1.0,0,1.0,MIDDLE UNIT,1.0,105000
352186,VIRGINIA VILLAGE,SINGLE FAMILY RESIDENCE,1145,473,564,7090,581,61,1.0,4.0,3.0,0,1.0,TRI-LEVEL W/B,1.0,605000
764145,WHITTIER,SINGLE FAMILY RESIDENCE,1711,301,435,4700,0,116,2.0,4.0,2.0,0,1.0,1 STORY,1.0,740000
500454,WINDSOR,CONDOMINIUMS,1194,0,0,0,0,44,0.0,2.0,2.0,0,1.0,MIDDLE UNIT,1.0,347000
793837,CENTRAL PARK,SINGLE FAMILY RESIDENCE,1669,0,0,1950,0,0,,3.0,2.0,1,3.0,END UNIT,1.0,491000
831045,CONGRESS PARK,CONDOMINIUMS,901,0,0,0,0,54,1.0,2.0,1.0,0,1.0,MIDDLE UNIT,1.0,242000
888238,HARVEY PARK SOUTH,SINGLE FAMILY RESIDENCE,1133,1076,1133,7200,0,62,19.0,3.0,2.0,1,1.0,1 STORY,1.0,360000
363483,CONGRESS PARK,CONDOMINIUMS,614,0,0,0,0,89,20.0,1.0,1.0,0,1.0,MIDDLE UNIT,1.0,190000
650503,BARNUM WEST,SINGLE FAMILY RESIDENCE,801,801,801,8050,0,64,0.0,2.0,2.0,0,1.0,1 STORY,1.0,268000
723032,FORT LOGAN,CONDOMINIUMS,1494,672,747,0,0,48,2.0,3.0,3.0,1,2.0,END UNIT,1.0,295000
152770,UNIVERSITY,SINGLE FAMILY RESIDENCE,1316,730,768,6250,0,92,27.0,3.0,2.0,0,1.5,1.5 STORY,1.0,582500
887465,FIVE POINTS,CONDOMINIUMS,1178,0,0,0,0,1,,2.0,2.0,0,1.0,END UNIT,1.0,639000
751679,SUNNYSIDE,SINGLE FAMILY RESIDENCE,1612,0,559,5160,0,123,8.0,3.0,2.0,1,2.0,2 STORY,1.0,737500
530738,SLOAN LAKE,SINGLE FAMILY RESIDENCE,1470,0,0,658,0,4,,2.0,2.0,1,3.0,END UNIT,1.0,580000
654932,COLE,SINGLE FAMILY RESIDENCE,1265,0,168,3140,0,129,12.0,3.0,1.0,0,1.0,1 STORY,1.0,455000
433247,CENTRAL PARK,SINGLE FAMILY RESIDENCE,1232,0,0,1381,0,1,,2.0,1.0,1,2.0,MIDDLE UNIT,1.0,219171
315046,LOWRY FIELD,SINGLE FAMILY RESIDENCE,1707,657,692,2955,0,16,,3.0,3.0,1,2.0,END UNIT,1.0,510000
604255,HARVEY PARK,SINGLE FAMILY RESIDENCE,689,0,0,6000,0,67,,2.0,1.0,0,1.0,1 STORY,1.0,270000
816186,MAR LEE,SINGLE FAMILY RESIDENCE,748,0,0,7080,0,65,,2.0,1.0,0,1.0,1 STORY,1.0,255000
475355,WELLSHIRE,CONDOMINIUMS,1905,1550,1905,0,0,41,2.0,2.0,3.0,0,1.0,END UNIT,1.0,775000
774749,UNIVERSITY PARK,CONDOMINIUMS,940,0,0,0,0,1,,2.0,2.0,0,1.0,END UNIT,1.0,526000
54633,JEFFERSON PARK,SINGLE FAMILY RESIDENCE,1466,0,0,771,0,6,,2.0,2.0,0,3.0,END UNIT,1.0,536000
471975,MONTCLAIR,SINGLE FAMILY RESIDENCE,1011,960,1011,6250,0,71,1.0,2.0,2.0,0,1.0,1 STORY,1.0,659900
49652,CENTRAL PARK,SINGLE FAMILY RESIDENCE,1627,669,806,2577,0,0,,2.0,3.0,1,2.0,END UNIT,1.0,845090
304571,HARVEY PARK,SINGLE FAMILY RESIDENCE,1124,0,0,6420,0,68,0.0,3.0,2.0,0,1.0,1 STORY,1.0,354900
36095,NORTH CAPITOL HILL,SINGLE FAMILY RESIDENCE,1939,0,0,2180,0,1,,3.0,3.0,1,3.0,3 STORY,1.0,740000
11843,UNIVERSITY HILLS,SINGLE FAMILY RESIDENCE,3445,1218,1584,7680,0,2,,5.0,4.0,1,2.0,2 STORY,1.0,1030000
279123,CONGRESS PARK,SINGLE FAMILY RESIDENCE,2548,464,920,4070,0,113,17.0,5.0,3.0,1,2.0,2 STORY,1.0,913690
309434,NORTH PARK HILL,SINGLE FAMILY RESIDENCE,1206,1085,1206,6500,0,77,11.0,2.0,2.0,0,1.0,1 STORY,1.0,715000
779351,CHEESMAN PARK,SINGLE FAMILY RESIDENCE,2429,0,1014,3088,0,2,,3.0,2.0,0,3.0,END UNIT,1.0,878082
578440,WASHINGTON VIRGINIA VALE,SINGLE FAMILY RESIDENCE,2475,631,1047,20353,0,57,,4.0,2.0,1,2.0,2 STORY,1.0,300000
877514,WINDSOR,SINGLE FAMILY RESIDENCE,2174,0,0,10800,871,47,0.0,4.0,3.0,0,1.0,TRI-LEVEL,1.0,515000
312558,SOUTH PARK HILL,SINGLE FAMILY RESIDENCE,873,786,873,2520,0,79,15.0,1.0,2.0,0,1.0,1 STORY,1.0,491000
437678,BERKELEY,CONDOMINIUMS,621,0,0,0,0,49,0.0,1.0,1.0,0,1.0,MIDDLE UNIT,1.0,185000
323314,NORTH CAPITOL HILL,CONDOMINIUMS,1621,0,0,0,0,16,,2.0,2.0,0,1.0,END UNIT,1.0,585000
39854,CAPITOL HILL,CONDOMINIUMS,1018,0,0,0,0,38,,2.0,2.0,0,1.0,END UNIT,1.0,336000
771210,GATEWAY / GREEN VALLEY RANCH,SINGLE FAMILY RESIDENCE,1134,0,0,4275,0,19,,2.0,2.0,0,2.0,2 STORY,1.0,280000
573384,GATEWAY / GREEN VALLEY RANCH,SINGLE FAMILY RESIDENCE,1466,0,0,2294,0,1,,2.0,2.0,0,2.5,2.5 STORY,1.0,267985
704342,WHITTIER,SINGLE FAMILY RESIDENCE,1910,635,735,4690,0,123,11.0,3.0,2.0,2,2.0,2 STORY,1.0,675000
598030,HIGHLAND,SINGLE FAMILY RESIDENCE,2420,0,0,3299,0,6,,5.0,4.0,1,3.0,END UNIT,1.0,1175000
95774,FIVE POINTS,CONDOMINIUMS,1028,0,0,0,0,14,14.0,1.0,1.0,0,1.0,MIDDLE UNIT,1.0,390000
304592,WEST HIGHLAND,SINGLE FAMILY RESIDENCE,1114,900,1037,6250,0,82,0.0,2.0,2.0,0,1.0,1 STORY,1.0,515000
586629,WEST COLFAX,SINGLE FAMILY RESIDENCE,906,770,906,4170,0,94,8.0,2.0,2.0,0,1.0,1 STORY,1.0,470000
149561,CENTRAL PARK,SINGLE FAMILY RESIDENCE,3175,1480,1617,7895,0,0,,3.0,4.0,1,2.0,2 STORY,1.0,318000
423731,PLATT PARK,SINGLE FAMILY RESIDENCE,847,344,400,2550,0,95,9.0,1.0,2.0,0,1.0,1 STORY,1.0,491550
451598,BERKELEY,SINGLE FAMILY RESIDENCE,2152,486,636,6240,0,108,1.0,4.0,4.0,0,2.0,CONVERSION,3.0,850000
641490,MONTCLAIR,SINGLE FAMILY RESIDENCE,1028,975,1028,6230,0,87,48.0,2.0,1.0,0,1.0,1 STORY,1.0,572500
827962,REGIS,SINGLE FAMILY RESIDENCE,1433,0,0,9970,0,65,,3.0,1.0,0,1.0,1 STORY,1.0,371000
626457,MONTCLAIR,SINGLE FAMILY RESIDENCE,801,0,331,1982,0,74,0.0,2.0,1.0,0,1.0,END UNIT,1.0,297500
982532,WELLSHIRE,SINGLE FAMILY RESIDENCE,2150,0,0,10500,736,65,5.0,3.0,2.0,1,1.0,TRI-LEVEL,1.0,925000
996723,CAPITOL HILL,CONDOMINIUMS,713,0,0,0,0,61,0.0,1.0,1.0,0,1.0,MIDDLE UNIT,1.0,250000
438603,MONTBELLO,SINGLE FAMILY RESIDENCE,857,814,857,6800,0,47,2.0,3.0,2.0,0,1.0,1 STORY,1.0,322000
125002,HILLTOP,SINGLE FAMILY RESIDENCE,2923,1282,1429,6250,0,68,0.0,4.0,5.0,0,2.0,2 STORY,1.0,495000
181341,GATEWAY / GREEN VALLEY RANCH,SINGLE FAMILY RESIDENCE,1294,0,0,4667,0,20,2.0,2.0,2.0,1,2.0,2 STORY,1.0,335000
778058,VILLA PARK,SINGLE FAMILY RESIDENCE,906,0,0,6870,0,65,0.0,3.0,1.0,0,1.0,1 STORY,1.0,296500
486960,GATEWAY / GREEN VALLEY RANCH,SINGLE FAMILY RESIDENCE,830,0,0,4238,483,23,,2.0,2.0,0,1.0,TRI-LEVEL,1.0,330000
995759,HARVEY PARK,SINGLE FAMILY RESIDENCE,1013,963,1013,7270,0,64,,3.0,2.0,0,1.0,1 STORY,1.0,360000
932485,HAMPDEN,SINGLE FAMILY RESIDENCE,2364,783,870,8240,0,33,0.0,3.0,2.0,2,2.0,2 STORY,1.0,560000
877953,LINCOLN PARK,SINGLE FAMILY RESIDENCE,1486,0,0,741,0,1,,3.0,3.0,1,3.0,MIDDLE UNIT,1.0,543775
632225,WEST HIGHLAND,SINGLE FAMILY RESIDENCE,1835,874,921,3178,0,15,,3.0,3.0,1,2.0,END UNIT,1.0,737000
590364,HIGHLAND,CONDOMINIUMS,712,0,0,0,0,1,,1.0,1.0,0,1.0,MIDDLE UNIT,1.0,539000
566203,GOLDSMITH,SINGLE FAMILY RESIDENCE,1451,575,1165,10100,0,47,,3.0,3.0,0,1.0,1 STORY,1.0,435000
451103,GATEWAY / GREEN VALLEY RANCH,SINGLE FAMILY RESIDENCE,2938,0,1060,7886,0,20,0.0,4.0,2.0,1,2.0,2 STORY,1.0,440000
445943,GATEWAY / GREEN VALLEY RANCH,SINGLE FAMILY RESIDENCE,1648,0,0,4500,0,4,,3.0,2.0,1,2.0,2 STORY,1.0,355000
923823,NORTH PARK HILL,SINGLE FAMILY RESIDENCE,1956,0,841,4460,0,108,0.0,3.0,2.0,0,2.0,2 STORY,1.0,785000
583484,WESTWOOD,SINGLE FAMILY RESIDENCE,573,0,0,3470,0,95,3.0,1.0,1.0,0,1.0,1 STORY,1.0,224000
787678,JEFFERSON PARK,SINGLE FAMILY RESIDENCE,2567,863,1016,3125,0,3,,3.0,3.0,1,2.5,2.5 STORY,1.0,1055000
115357,CAPITOL HILL,CONDOMINIUMS,952,0,0,0,0,41,0.0,2.0,1.0,0,1.0,MIDDLE UNIT,1.0,269900
502964,WINDSOR,CONDOMINIUMS,1200,0,0,0,0,55,0.0,2.0,2.0,0,1.0,MIDDLE UNIT,1.0,229900
204469,UNION STATION,CONDOMINIUMS,433,0,0,0,0,2,,0.0,1.0,0,1.0,MIDDLE UNIT,1.0,265000
135536,GATEWAY / GREEN VALLEY RANCH,SINGLE FAMILY RESIDENCE,1715,0,0,2232,0,1,,3.0,3.0,0,2.5,2.5 STORY,1.0,277280
621669,UNIVERSITY HILLS,SINGLE FAMILY RESIDENCE,1275,0,0,871,0,2,,2.0,2.0,2,3.0,MIDDLE UNIT,1.0,465000
591915,BELCARO,SINGLE FAMILY RESIDENCE,2741,250,551,12500,0,83,,4.0,2.0,1,2.0,2 STORY,1.0,155000
151020,WESTWOOD,SINGLE FAMILY RESIDENCE,977,0,0,21000,0,75,11.0,2.0,1.0,0,1.0,1 STORY,1.0,330000
449257,MAR LEE,SINGLE FAMILY RESIDENCE,1192,0,0,7940,0,64,9.0,3.0,2.0,0,1.0,1 STORY,1.0,385000
820628,CENTRAL PARK,SINGLE FAMILY RESIDENCE,1781,0,904,2276,0,0,,2.0,2.0,1,2.0,MIDDLE UNIT,1.0,596400
674572,GATEWAY / GREEN VALLEY RANCH,SINGLE FAMILY RESIDENCE,1243,0,0,4458,0,14,,3.0,2.0,0,2.0,2 STORY,1.0,323000
768756,VIRGINIA VILLAGE,SINGLE FAMILY RESIDENCE,1362,0,669,1835,0,3,,3.0,2.0,1,2.0,END UNIT,1.0,442000
578315,HAMPDEN SOUTH,SINGLE FAMILY RESIDENCE,2125,775,865,13500,0,53,8.0,4.0,3.0,1,2.0,2 STORY,1.0,630000
317836,SOUTH PARK HILL,SINGLE FAMILY RESIDENCE,1004,866,912,4540,0,97,1.0,2.0,2.0,0,1.0,1 STORY,1.0,625000
893620,CENTRAL PARK,SINGLE FAMILY RESIDENCE,2196,663,1098,4800,0,0,,4.0,3.0,0,2.0,2 STORY,1.0,1127962
173858,UNION STATION,CONDOMINIUMS,1594,0,0,0,0,2,,1.0,1.0,1,1.0,MIDDLE UNIT,1.0,1600000
284831,BARNUM WEST,SINGLE FAMILY RESIDENCE,1383,794,836,6100,0,64,,2.0,2.0,0,1.0,1 STORY,1.0,375000
934733,HAMPDEN,CONDOMINIUMS,973,0,0,0,0,47,,2.0,1.0,0,2.0,END UNIT,1.0,135000
280176,SUNNYSIDE,SINGLE FAMILY RESIDENCE,949,0,0,9350,0,71,0.0,3.0,2.0,0,1.0,1 STORY,1.0,463000
284434,CIVIC CENTER,CONDOMINIUMS,1335,0,0,0,0,22,,2.0,2.0,0,1.0,END UNIT,1.0,480000
88288,MONTBELLO,SINGLE FAMILY RESIDENCE,875,0,0,7980,828,35,,2.0,2.0,0,1.0,BI-LEVEL,1.0,328000
952922,BEAR VALLEY,CONDOMINIUMS,2391,0,725,0,0,37,4.0,2.0,2.0,1,2.0,END UNIT,1.0,445000
632665,NORTH PARK HILL,SINGLE FAMILY RESIDENCE,1393,773,1104,4460,0,108,8.0,3.0,1.0,0,1.0,1 STORY,1.0,590250
369008,WEST COLFAX,SINGLE FAMILY RESIDENCE,1179,0,0,4690,0,109,14.0,3.0,2.0,0,1.0,1 STORY,1.0,445000
381944,WESTWOOD,SINGLE FAMILY RESIDENCE,1288,228,1288,20100,0,64,,3.0,2.0,0,1.0,1 STORY,1.0,277000
840438,LINCOLN PARK,CONDOMINIUMS,1051,0,0,0,0,37,37.0,2.0,2.0,0,2.0,MIDDLE UNIT,1.0,405900
291338,SLOAN LAKE,SINGLE FAMILY RESIDENCE,1819,0,0,1180,0,2,,3.0,3.0,0,3.0,MIDDLE UNIT,1.0,602500
560644,HIGHLAND,CONDOMINIUMS,1544,0,0,0,0,17,17.0,2.0,2.0,0,1.0,END UNIT,1.0,595000
564111,MAR LEE,SINGLE FAMILY RESIDENCE,1342,390,493,7500,0,66,0.0,4.0,2.0,0,1.0,1 STORY,1.0,395000
728909,HARVEY PARK,SINGLE FAMILY RESIDENCE,1402,974,1082,7980,0,64,0.0,3.0,2.0,1,1.0,1 STORY,1.0,449900
943992,PLATT PARK,CONDOMINIUMS,814,0,0,0,0,64,,2.0,1.0,0,1.0,MIDDLE UNIT,1.0,315000
560623,LINCOLN PARK,CONDOMINIUMS,771,0,0,0,0,38,,1.0,1.0,0,1.0,END UNIT,1.0,280000
149346,UNIVERSITY PARK,SINGLE FAMILY RESIDENCE,3599,0,2120,7500,0,19,,4.0,4.0,0,1.5,1.5 STORY,1.0,1391500
487696,SPEER,SINGLE FAMILY RESIDENCE,1116,1016,1116,4250,0,95,5.0,2.0,3.0,1,1.0,1 STORY,1.0,760000
462345,CENTRAL PARK,SINGLE FAMILY RESIDENCE,3080,1258,1442,4500,0,1,0.0,4.0,4.0,1,2.0,2 STORY,1.0,850000
979464,PLATT PARK,CONDOMINIUMS,814,0,0,0,0,64,,2.0,1.0,0,1.0,END UNIT,1.0,279900
355197,GATEWAY / GREEN VALLEY RANCH,SINGLE FAMILY RESIDENCE,960,0,0,4714,0,19,,2.0,1.0,0,1.0,1 STORY,1.0,275000
337034,EAST COLFAX,SINGLE FAMILY RESIDENCE,864,0,0,6250,0,70,5.0,2.0,1.0,0,1.0,1 STORY,1.0,333000
744764,HIGHLAND,SINGLE FAMILY RESIDENCE,1008,0,90,1085,0,129,14.0,3.0,1.0,0,2.0,END UNIT,1.0,445000
57059,CENTRAL PARK,SINGLE FAMILY RESIDENCE,3080,1008,1442,7779,0,0,,4.0,4.0,1,2.0,2 STORY,1.0,718760
400825,CHEESMAN PARK,CONDOMINIUMS,567,0,0,0,0,55,11.0,1.0,1.0,0,1.0,END UNIT,1.0,245000
938927,CENTRAL PARK,SINGLE FAMILY RESIDENCE,1754,782,1235,3870,0,2,,3.0,3.0,1,1.5,1.5 STORY,1.0,635500
562730,HARVEY PARK SOUTH,SINGLE FAMILY RESIDENCE,1194,924,974,8270,0,64,3.0,2.0,2.0,0,1.0,1 STORY,1.0,445000
410080,SLOAN LAKE,SINGLE FAMILY RESIDENCE,1430,0,0,900,0,3,,3.0,3.0,1,3.0,MIDDLE UNIT,1.0,570000
257784,BERKELEY,SINGLE FAMILY RESIDENCE,1159,0,100,6250,0,115,2.0,2.0,2.0,0,1.0,1 STORY,2.0,595000
796197,MARSTON,CONDOMINIUMS,1050,0,0,0,0,18,,2.0,2.0,0,1.0,END UNIT,1.0,272000
457017,GATEWAY / GREEN VALLEY RANCH,SINGLE FAMILY RESIDENCE,1751,0,0,4487,0,15,,3.0,2.0,1,2.0,2 STORY,1.0,338200
789586,CENTRAL PARK,SINGLE FAMILY RESIDENCE,1979,650,971,2340,0,1,,2.0,3.0,1,2.0,MIDDLE UNIT,1.0,503840
129290,EAST COLFAX,SINGLE FAMILY RESIDENCE,888,321,338,3015,444,71,1.0,2.0,2.0,0,1.0,END UNIT,1.0,340000
474466,MARSTON,CONDOMINIUMS,706,0,0,0,0,37,2.0,2.0,1.0,0,1.0,END UNIT,1.0,220000
702119,HIGHLAND,SINGLE FAMILY RESIDENCE,1180,0,611,8600,0,124,0.0,3.0,1.0,0,1.0,1 STORY,1.0,660000
222064,GATEWAY / GREEN VALLEY RANCH,SINGLE FAMILY RESIDENCE,1486,554,583,6480,0,36,,3.0,2.0,1,2.0,2 STORY,1.0,350000
830577,UNIVERSITY HILLS,SINGLE FAMILY RESIDENCE,2118,600,875,9370,0,67,4.0,3.0,2.0,1,1.5,1.5 STORY,1.0,667000
559040,LOWRY FIELD,SINGLE FAMILY RESIDENCE,912,0,0,490,0,14,,1.0,1.0,1,3.0,MIDDLE UNIT,1.0,295000
784950,CHERRY CREEK,CONDOMINIUMS,1411,0,0,0,0,34,,2.0,2.0,0,2.0,MIDDLE UNIT,1.0,440000
852230,GATEWAY / GREEN VALLEY RANCH,SINGLE FAMILY RESIDENCE,1682,0,665,3328,0,0,,3.0,2.0,1,2.0,2 STORY,1.0,394825
678009,BELCARO,SINGLE FAMILY RESIDENCE,3063,1300,1615,6250,0,1,1.0,3.0,4.0,1,2.0,2 STORY,1.0,1580000
583464,SPEER,SINGLE FAMILY RESIDENCE,1649,0,202,3750,0,129,11.0,3.0,2.0,0,2.0,2 STORY,1.0,580000
983158,NORTH PARK HILL,SINGLE FAMILY RESIDENCE,879,0,0,7500,0,70,0.0,3.0,1.0,0,1.0,1 STORY,1.0,405000
924577,CENTRAL PARK,SINGLE FAMILY RESIDENCE,1378,0,0,1100,0,4,,2.0,2.0,1,3.0,MIDDLE UNIT,1.0,400000
30639,MARSTON,CONDOMINIUMS,1313,0,0,0,0,18,,3.0,2.0,0,1.0,END UNIT,1.0,298000
776035,WESTWOOD,SINGLE FAMILY RESIDENCE,1358,0,0,7000,0,64,4.0,3.0,2.0,0,1.0,1 STORY,1.0,370000
395198,FIVE POINTS,CONDOMINIUMS,1386,0,0,0,0,109,13.0,2.0,2.0,1,1.0,END UNIT,1.0,605000
871280,WESTWOOD,SINGLE FAMILY RESIDENCE,867,0,0,6350,0,71,0.0,2.0,1.0,0,1.0,1 STORY,1.0,225250
466833,SLOAN LAKE,SINGLE FAMILY RESIDENCE,1358,0,0,836,0,1,,3.0,2.0,1,3.0,MIDDLE UNIT,1.0,489999
147843,MONTBELLO,SINGLE FAMILY RESIDENCE,1522,495,521,3850,0,20,,3.0,2.0,1,2.0,END UNIT,1.0,325000
415211,BERKELEY,SINGLE FAMILY RESIDENCE,1869,856,901,3125,0,10,,3.0,3.0,1,3.0,END UNIT,1.0,815000
157352,MONTCLAIR,SINGLE FAMILY RESIDENCE,2973,1336,1439,6500,0,0,,4.0,4.0,0,2.0,2 STORY,1.0,1200000
167012,FORT LOGAN,SINGLE FAMILY RESIDENCE,2310,0,2310,6093,0,22,,2.0,2.0,0,1.0,1 STORY,1.0,550000
911615,CBD,CONDOMINIUMS,956,0,0,0,0,111,18.0,1.0,1.0,0,1.0,MIDDLE UNIT,1.0,420000
940079,GATEWAY / GREEN VALLEY RANCH,SINGLE FAMILY RESIDENCE,1229,0,1229,5475,0,9,,2.0,2.0,0,1.0,1 STORY,1.0,360000
801678,BARNUM,SINGLE FAMILY RESIDENCE,1002,0,0,6250,0,65,14.0,3.0,1.0,1,1.0,1 STORY,1.0,290000
649623,WINDSOR,CONDOMINIUMS,855,0,0,0,0,52,,1.0,1.0,0,1.0,MIDDLE UNIT,1.0,145000
609336,CENTRAL PARK,SINGLE FAMILY RESIDENCE,2919,1290,1458,4929,0,16,16.0,4.0,3.0,1,2.0,2 STORY,1.0,879000
358763,WELLSHIRE,CONDOMINIUMS,1905,252,1905,0,0,41,,2.0,2.0,0,1.0,MIDDLE UNIT,1.0,605000
203402,CONGRESS PARK,SINGLE FAMILY RESIDENCE,944,897,944,3360,0,80,2.0,2.0,2.0,1,1.0,END UNIT,1.0,671500
818558,CENTRAL PARK,SINGLE FAMILY RESIDENCE,1612,1451,1612,4680,0,0,,2.0,3.0,0,1.0,1 STORY,1.0,705126
276676,CHAFFEE PARK,SINGLE FAMILY RESIDENCE,882,0,0,6910,0,65,0.0,3.0,1.0,0,1.0,1 STORY,1.0,349900
59483,HAMPDEN,CONDOMINIUMS,1207,0,0,0,0,50,,3.0,1.0,1,1.0,MIDDLE UNIT,1.0,194200
756532,PLATT PARK,SINGLE FAMILY RESIDENCE,1910,1002,1055,3125,0,12,,2.0,3.0,1,2.0,END UNIT,1.0,785000
859455,GATEWAY / GREEN VALLEY RANCH,SINGLE FAMILY RESIDENCE,1473,0,0,6220,0,19,,3.0,2.0,0,2.0,2 STORY,1.0,279000
645160,NORTH PARK HILL,SINGLE FAMILY RESIDENCE,1333,1221,1221,5230,0,94,0.0,3.0,3.0,0,1.0,1 STORY,1.0,790000
9595,MARSTON,SINGLE FAMILY RESIDENCE,2614,2136,2248,8250,0,20,,3.0,3.0,1,1.0,1 STORY,1.0,285000
568316,LINCOLN PARK,SINGLE FAMILY RESIDENCE,2062,0,102,5610,0,129,14.0,5.0,2.0,1,2.0,2 STORY,1.0,460812
219263,CAPITOL HILL,CONDOMINIUMS,692,0,0,0,0,58,0.0,1.0,1.0,0,1.0,MIDDLE UNIT,1.0,225000
387335,UNION STATION,CONDOMINIUMS,483,0,0,0,0,2,,0.0,1.0,0,1.0,MIDDLE UNIT,1.0,340000
283114,FIVE POINTS,SINGLE FAMILY RESIDENCE,1366,0,0,1121,0,6,,2.0,2.0,0,3.0,END UNIT,1.0,514000
511224,HARVEY PARK,SINGLE FAMILY RESIDENCE,1134,1066,1134,7270,0,61,0.0,3.0,2.0,1,1.0,1 STORY,1.0,425000
526216,MONTCLAIR,SINGLE FAMILY RESIDENCE,3156,1334,1550,12000,0,79,,3.0,2.0,0,2.0,2 STORY,1.0,750000
956532,REGIS,SINGLE FAMILY RESIDENCE,1039,300,406,6250,0,92,6.0,2.0,2.0,0,1.0,1 STORY,1.0,431000
884266,GATEWAY / GREEN VALLEY RANCH,SINGLE FAMILY RESIDENCE,1417,771,1417,6523,0,0,,1.0,2.0,1,1.0,1 STORY,1.0,416239
552848,VIRGINIA VILLAGE,SINGLE FAMILY RESIDENCE,810,810,810,6910,0,64,2.0,2.0,2.0,0,1.0,1 STORY,1.0,459900
624049,CENTRAL PARK,SINGLE FAMILY RESIDENCE,2528,934,1000,3150,0,0,,3.0,4.0,1,2.0,2 STORY,1.0,973539
413890,NORTH CAPITOL HILL,SINGLE FAMILY RESIDENCE,1939,0,0,1420,0,1,1.0,3.0,3.0,1,3.0,3 STORY,1.0,726000
545408,WASHINGTON PARK WEST,SINGLE FAMILY RESIDENCE,889,854,899,4665,0,98,,1.0,2.0,0,1.0,END UNIT,1.0,405000
38989,HIGHLAND,SINGLE FAMILY RESIDENCE,2213,0,0,1412,0,1,,3.0,3.0,1,3.0,END UNIT,1.0,1055000
365012,WINDSOR,CONDOMINIUMS,1019,0,0,0,0,39,,2.0,2.0,0,1.0,END UNIT,1.0,210000
